日期,阶段,部门,具体任务,工时,项目编码,项目名称,labor_efficiency,收益（元）,采购成本（元）,盈利（元）,谈判状态
07/29-08/04,,IT部,与软通基建，IT，大屏厂家线上碰方案,3.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,166.66666666666669,3330791.81,3590863.85,-260072.04,
07/29-08/04,,采购部,材料样板 设计选样,11.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,118.1818181818182,3330791.81,3590863.85,-260072.04,
07/29-08/04,,机电部,机电图纸方案调整,10.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,95.0,3330791.81,3590863.85,-260072.04,
07/29-08/04,,设计4部,扩初设计交底,80.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,62.5,3330791.81,3590863.85,-260072.04,
07/29-08/04,,业务部Tina,去家具展厅找家具，找材料样本,8.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,162.5,3330791.81,3590863.85,-260072.04,
07/29-08/04,,业务部Tina,项目施工管理,10.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,130.0,3330791.81,3590863.85,-260072.04,
07/29-08/04,,预算部,施工图纸报价阶段（20小时),20.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,60.0,3330791.81,3590863.85,-260072.04,
08/05-08/11,,采购部,"材料样板 设计选样,材料询价",15.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,86.66666666666667,3330791.81,3590863.85,-260072.04,
08/05-08/11,,机电部,机电图纸调整,9.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,105.55555555555556,3330791.81,3590863.85,-260072.04,
08/05-08/11,,设计4部,施工配合,80.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,62.5,3330791.81,3590863.85,-260072.04,
08/05-08/11,,业务部Tina,物业手续办理，报审流程推进,8.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,162.5,3330791.81,3590863.85,-260072.04,
08/05-08/11,,业务部Tina,整理准备窗帘样品，协调供应商提供家具样品，香河家具城找家具样品,14.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,92.85714285714286,3330791.81,3590863.85,-260072.04,
08/05-08/11,,预算部,施工图纸报价阶段（30h）,30.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,40.0,3330791.81,3590863.85,-260072.04,
08/05-08/11,,预算部,施工图纸报价阶段（15h),15.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,80.0,3330791.81,3590863.85,-260072.04,
08/12-08/18,,IT部,与客户对接会议室音频设备改造方案，绘制施工图，沟通图纸方案等,13.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,38.46153846153847,3330791.81,3590863.85,-260072.04,
08/12-08/18,,采购部,材料样板 设计选样,5.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,260.0,3330791.81,3590863.85,-260072.04,
08/12-08/18,,机电部,报审图纸修改调整,29.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,32.758620689655174,3330791.81,3590863.85,-260072.04,
08/12-08/18,,设计4部,施工配合,60.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,83.33333333333334,3330791.81,3590863.85,-260072.04,
08/12-08/18,,业务部Tina,现场手续办理及入场,20.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,65.0,3330791.81,3590863.85,-260072.04,
08/12-08/18,,业务部Tina,沟通及更新家具方案及窗帘样品,4.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,325.0,3330791.81,3590863.85,-260072.04,
08/12-08/18,,业务部Tina,项目会,6.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,216.66666666666663,3330791.81,3590863.85,-260072.04,
08/12-08/18,,预算部,施工图纸报价阶段（6h),6.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,200.0,3330791.81,3590863.85,-260072.04,
08/12-08/18,,预算部,施工图纸报价阶段(12h),12.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,100.0,3330791.81,3590863.85,-260072.04,
08/12-08/18,,预算部,施工图纸报价阶段(6h),6.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,200.0,3330791.81,3590863.85,-260072.04,
08/19-08/25,,采购部,"施工现场配合-材料对接,材料样板 设计选样",8.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,162.5,3330791.81,3590863.85,-260072.04,
08/19-08/25,,机电部,施工图报审图调整,18.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,52.77777777777778,3330791.81,3590863.85,-260072.04,
08/19-08/25,,设计4部,施工配合,80.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,62.5,3330791.81,3590863.85,-260072.04,
08/19-08/25,,业务部Tina,现场施工,20.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,65.0,3330791.81,3590863.85,-260072.04,
08/19-08/25,,预算部,施工图纸报价阶段-机电部分,12.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,100.0,3330791.81,3590863.85,-260072.04,
08/19-08/25,,预算部,施工图纸报价阶段-装饰部分,20.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,60.0,3330791.81,3590863.85,-260072.04,
08/26-09/01,,IT部,与厂家，客户IT 沟通会议室音视频方案,6.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,83.33333333333334,3330791.81,3590863.85,-260072.04,
08/26-09/01,,采购部,"施工现场配合-材料对接,材料样板 设计选样",8.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,162.5,3330791.81,3590863.85,-260072.04,
08/26-09/01,,机电部,电气专业图纸调整,2.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,475.0,3330791.81,3590863.85,-260072.04,
08/26-09/01,,内审部,完成配合劳务报价审核及谈判,6.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,100.0,3330791.81,3590863.85,-260072.04,
08/26-09/01,,设计4部,施工配合,40.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,125.0,3330791.81,3590863.85,-260072.04,
08/26-09/01,,业务部Tina,现场施工,20.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,65.0,3330791.81,3590863.85,-260072.04,
08/26-09/01,,业务部Tina,协调家具样品到场及 样品确认会议,12.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,108.33333333333331,3330791.81,3590863.85,-260072.04,
08/26-09/01,,预算部,施工图纸报价阶段-机电部分（5h）,5.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,240.0,3330791.81,3590863.85,-260072.04,
08/26-09/01,,预算部,施工图纸报价阶段（10h）,10.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,120.0,3330791.81,3590863.85,-260072.04,
09/02-09/08,2. 设计阶段,IT部,现场与甲方，施工方，大屏厂家，音视频厂家沟通具体施工方案，做技术交底工作,18.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,27.77777777777778,3330791.81,3590863.85,-260072.04,
09/02-09/08,,采购部,施工现场配合-材料对接,25.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,52.0,3330791.81,3590863.85,-260072.04,
09/02-09/08,3. 施工阶段,设计4部,施工配合,40.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,125.0,3330791.81,3590863.85,-260072.04,
09/02-09/08,,业务部Tina,协调第一批家具下单,6.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,216.66666666666663,3330791.81,3590863.85,-260072.04,
09/02-09/08,2. 设计阶段,预算部,施工图纸报价阶段（10h）,10.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,120.0,3330791.81,3590863.85,-260072.04,
09/02-09/08,2. 设计阶段,预算部,施工图纸报价阶段（25h）,25.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,48.0,3330791.81,3590863.85,-260072.04,
09/09-09/15,2. 设计阶段,IT部,与甲方沟通，更新弱电施工图,4.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,125.0,3330791.81,3590863.85,-260072.04,
09/09-09/15,3. 施工阶段,IT部,智能控沟通,3.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,166.66666666666669,3330791.81,3590863.85,-260072.04,
09/09-09/15,3. 施工阶段,采购部,"施工现场配合-材料对接,材料下单,货期跟进",20.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,65.0,3330791.81,3590863.85,-260072.04,
09/09-09/15,2. 设计阶段,业务部Tina,家具下单核对尺寸下单图纸色板,4.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,325.0,3330791.81,3590863.85,-260072.04,
09/09-09/15,3. 施工阶段,业务部Tina,现场施工,25.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,52.0,3330791.81,3590863.85,-260072.04,
09/09-09/15,3. 施工阶段,预算部,施工图纸报价阶段,18.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,66.66666666666666,3330791.81,3590863.85,-260072.04,
09/09-09/15,3. 施工阶段,预算部,施工图纸报价阶段,15.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,80.0,3330791.81,3590863.85,-260072.04,
09/16-09/22,3. 施工阶段,IT部,与甲方沟通，更新弱电施工图；项目周会，协调大屏厂家进场施工，协调音频厂家进场施工。,5.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,100.0,3330791.81,3590863.85,-260072.04,
09/16-09/22,3. 施工阶段,采购部,"施工现场配合-材料对接,材料下单",15.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,86.66666666666667,3330791.81,3590863.85,-260072.04,
09/16-09/22,3. 施工阶段,机电部,施工配合解决现场问题,1.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,950.0,3330791.81,3590863.85,-260072.04,
09/16-09/22,3. 施工阶段,设计4部,施工配合,10.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,500.0,3330791.81,3590863.85,-260072.04,
09/16-09/22,3. 施工阶段,业务部Tina,现场施工,15.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,86.66666666666667,3330791.81,3590863.85,-260072.04,
09/16-09/22,3. 施工阶段,预算部,施工图纸报价阶段,2.5,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,480.0,3330791.81,3590863.85,-260072.04,
09/16-09/22,3. 施工阶段,预算部,项目施工阶段,2.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,600.0,3330791.81,3590863.85,-260072.04,
09/23-09/29,3. 施工阶段,设计4部,施工配合,30.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,166.66666666666669,3330791.81,3590863.85,-260072.04,
09/23-09/29,3. 施工阶段,业务部Tina,带客户去家具展厅选家具，整理并提交家具方案PPT,16.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,81.25,3330791.81,3590863.85,-260072.04,
09/23-09/29,3. 施工阶段,业务部Tina,现场施工,20.0,ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,65.0,3330791.81,3590863.85,-260072.04,
07/29-08/04,,IT部,沟通需求，绘制图纸并发出。,13.0,ISS24119-SZ07,深圳交付中心新建设计项目,53.84615384615385,,,0.0,
07/29-08/04,,机电部,21个楼面机电深化图纸绘制,97.0,ISS24119-SZ07,深圳交付中心新建设计项目,100.0,,,0.0,
07/29-08/04,,设计4部,扩初设计交底,80.0,ISS24119-SZ07,深圳交付中心新建设计项目,100.0,,,0.0,
08/05-08/11,,设计4部,效果方案,90.0,ISS24119-SZ07,深圳交付中心新建设计项目,88.88888888888889,,,0.0,
08/19-08/25,,IT部,倒PDF发送甲方,1.0,ISS24119-SZ07,深圳交付中心新建设计项目,700.0,,,0.0,
09/23-09/29,2. 设计阶段,设计4部,扩初设计交底,10.0,ISS24119-SZ07,深圳交付中心新建设计项目,800.0,,,0.0,
07/29-08/04,,IT部,与客户线上会议沟通门禁改造方案，输出弱电安防施工平面方案,5.0,ISS24125-HZ07,杭州慧港科技园A1栋5层6层MAG消费者场地门禁系统改造项目,100.0,60337.81,65108.62,-4770.81,
08/05-08/11,,机电部,门禁系统升级电气图纸绘制,2.0,ISS24125-HZ07,杭州慧港科技园A1栋5层6层MAG消费者场地门禁系统改造项目,100.0,60337.81,65108.62,-4770.81,
08/26-09/01,,预算部,施工图纸报价阶段（8h) 1、计算施工图纸工程量,8.0,ISS24125-HZ07,杭州慧港科技园A1栋5层6层MAG消费者场地门禁系统改造项目,100.0,60337.81,65108.62,-4770.81,
07/29-08/04,,IT部,与客户会议沟通改造需求，输出改造平面方案,9.0,ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼1112层DOS场地改造项目,33.33333333333333,130405.07,135004.1,-4599.03,
08/05-08/11,,IT部,沟通需求，绘制图纸并发出。,3.0,ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼1112层DOS场地改造项目,100.0,130405.07,135004.1,-4599.03,
08/05-08/11,,IT部,配合预算进行图纸答疑,1.0,ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼1112层DOS场地改造项目,300.0,130405.07,135004.1,-4599.03,
08/05-08/11,,预算部,平面图纸概算阶段(4h),4.0,ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼1112层DOS场地改造项目,100.0,130405.07,135004.1,-4599.03,
08/12-08/18,,预算部,平面图纸概算阶段（2h）,2.0,ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼1112层DOS场地改造项目,200.0,130405.07,135004.1,-4599.03,
08/19-08/25,,预算部,施工图纸报价阶段（10h）,10.0,ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼1112层DOS场地改造项目,40.0,130405.07,135004.1,-4599.03,
08/26-09/01,,IT部,安排工长进场施工，核算弱电材料，下单发货,2.0,ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼1112层DOS场地改造项目,150.0,130405.07,135004.1,-4599.03,
09/02-09/08,3. 施工阶段,IT部,项目施工跟进，与客户施工方进行项目整体竣工安排,3.0,ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼1112层DOS场地改造项目,100.0,130405.07,135004.1,-4599.03,
07/29-08/04,,IT部,WTL技术支持,13.0,,IT部技术支持WTL,130.76923076923077,,,,
08/05-08/11,,IT部,WTL技术支持,7.0,,IT部技术支持WTL,242.85714285714283,,,,
08/12-08/18,,IT部,WTL技术支持,18.0,,IT部技术支持WTL,94.44444444444444,,,,
08/19-08/25,,IT部,WTL技术支持,26.0,,IT部技术支持WTL,65.38461538461539,,,,
08/26-09/01,,IT部,WTL技术支持,17.0,,IT部技术支持WTL,100.0,,,,
09/02-09/08,,IT部,WTL技术支持,13.0,,IT部技术支持WTL,130.76923076923077,,,,
09/09-09/15,,IT部,WTL技术支持,21.0,,IT部技术支持WTL,80.95238095238095,,,,
09/16-09/22,,IT部,WTL技术支持,8.0,,IT部技术支持WTL,212.5,,,,
09/23-09/29,,IT部,WTL技术支持,17.0,,IT部技术支持WTL,100.0,,,,
07/29-08/04,,IT部,金尚集团技术支持,24.0,,IT部技术支持金尚集团,154.16666666666669,,,,
08/12-08/18,,IT部,金尚集团技术支持,23.0,,IT部技术支持金尚集团,160.8695652173913,,,,
08/19-08/25,,IT部,金尚集团技术支持,29.0,,IT部技术支持金尚集团,127.58620689655172,,,,
08/26-09/01,,IT部,金尚集团技术支持,34.0,,IT部技术支持金尚集团,108.8235294117647,,,,
09/02-09/08,,IT部,金尚集团技术支持,41.0,,IT部技术支持金尚集团,90.2439024390244,,,,
09/09-09/15,,IT部,金尚集团技术支持,71.0,,IT部技术支持金尚集团,52.11267605633802,,,,
09/16-09/22,,IT部,金尚集团技术支持,40.0,,IT部技术支持金尚集团,92.5,,,,
09/23-09/29,,IT部,金尚集团技术支持,49.0,,IT部技术支持金尚集团,75.51020408163265,,,,
07/29-08/04,,IT部,金尚物业技术支持,7.0,,IT部技术支持金尚物业,100.0,,,,
08/12-08/18,,IT部,金尚物业技术支持,11.0,,IT部技术支持金尚物业,63.63636363636363,,,,
08/19-08/25,,IT部,金尚物业技术支持,10.0,,IT部技术支持金尚物业,70.0,,,,
08/26-09/01,,IT部,金尚物业技术支持,7.0,,IT部技术支持金尚物业,100.0,,,,
09/02-09/08,,IT部,金尚物业技术支持,4.0,,IT部技术支持金尚物业,175.0,,,,
09/09-09/15,,IT部,金尚物业技术支持,5.0,,IT部技术支持金尚物业,140.0,,,,
09/16-09/22,,IT部,金尚物业技术支持,4.0,,IT部技术支持金尚物业,175.0,,,,
09/23-09/29,,IT部,金尚物业技术支持,7.0,,IT部技术支持金尚物业,100.0,,,,
07/29-08/04,,IT部,金尚源租户技术支持,2.0,,IT部技术支持租户,75.0,,,,
08/19-08/25,,IT部,金尚丽租户技术支持,1.0,,IT部技术支持租户,150.0,,,,
09/02-09/08,,IT部,金尚租户技术支持,1.0,,IT部技术支持租户,150.0,,,,
09/09-09/15,,IT部,金尚租户技术支持,3.0,,IT部技术支持租户,50.0,,,,
07/29-08/04,,IT部,金尚租赁会、金尚CRM系统会,4.0,,会议培训及行政类工作,125.0,,,,
07/29-08/04,,IT部,朋明例会，周报汇总编辑等。,9.0,,会议培训及行政类工作,55.55555555555556,,,,
07/29-08/04,,景观部,,2.0,,会议培训及行政类工作,100.0,,,,
07/29-08/04,,设计1部,,7.0,,会议培训及行政类工作,128.57142857142858,,,,
07/29-08/04,,设计2部,,6.0,,会议培训及行政类工作,166.66666666666669,,,,
07/29-08/04,,设计3部,公司例会、部门例会,7.0,,会议培训及行政类工作,71.42857142857143,,,,
07/29-08/04,,私宅部,,2.0,,会议培训及行政类工作,150.0,,,,
07/29-08/04,,业务部Tina,,1.0,,会议培训及行政类工作,250.0,,,,
07/29-08/04,,预算部,内审工作（20小时）,20.0,,会议培训及行政类工作,50.0,,,,
08/05-08/11,,IT部,租赁例会、活动例会、周例会，周报文件编制等。,14.0,,会议培训及行政类工作,35.714285714285715,,,,
08/05-08/11,,景观部,城市更新植物设计案例分享会,1.0,,会议培训及行政类工作,200.0,,,,
08/05-08/11,,内审部,红圈审批34个，协助完成金尚采购合同流程，及费用申请4个,4.0,,会议培训及行政类工作,175.0,,,,
08/05-08/11,,设计1部,,11.0,,会议培训及行政类工作,81.81818181818183,,,,
08/05-08/11,,设计2部,"公司会议,组内会议,填写表格,标准化执行",6.0,,会议培训及行政类工作,166.66666666666669,,,,
08/05-08/11,,设计3部,"公司例会、部门例会,公司其它会议",3.0,,会议培训及行政类工作,166.66666666666669,,,,
08/05-08/11,,深化部,,16.0,,会议培训及行政类工作,65.625,,,,
08/05-08/11,,私宅部,,2.0,,会议培训及行政类工作,150.0,,,,
08/05-08/11,,业务部Tina,软通项目例会 周会及巴航客户改造项目配合工作,3.0,,会议培训及行政类工作,83.33333333333334,,,,
08/05-08/11,,预算部,内审工作,35.0,,会议培训及行政类工作,28.57142857142857,,,,
08/12-08/18,,IT部,周例会等。,9.0,,会议培训及行政类工作,55.55555555555556,,,,
08/12-08/18,,景观部,"WTL周例会,Lilian首汇合作会议",4.0,,会议培训及行政类工作,50.0,,,,
08/12-08/18,,内审部,红圈审批68个，协助完成金尚采购合同流程，及费用申请9个,7.0,,会议培训及行政类工作,100.0,,,,
08/12-08/18,,设计1部,,4.0,,会议培训及行政类工作,225.0,,,,
08/12-08/18,,设计2部,"公司会议,组内会议,填写表格,标准化执行",10.5,,会议培训及行政类工作,95.23809523809524,,,,
08/12-08/18,,设计3部,团队内部会议,11.0,,会议培训及行政类工作,45.45454545454545,,,,
08/12-08/18,,设计3部,公司例会、部门例会,3.0,,会议培训及行政类工作,166.66666666666669,,,,
08/12-08/18,,深化部,,4.0,,会议培训及行政类工作,262.5,,,,
08/12-08/18,,私宅部,,2.0,,会议培训及行政类工作,150.0,,,,
08/12-08/18,,业务部Lina,周例会,1.0,,会议培训及行政类工作,100.0,,,,
08/12-08/18,,业务部Tina,周会及巴航客户改造维修配合工作,2.0,,会议培训及行政类工作,125.0,,,,
08/12-08/18,,业务部Tina,,6.0,,会议培训及行政类工作,41.66666666666667,,,,
08/12-08/18,,预算部,内审工作：周例会、周报格式更新、周报生成,12.0,,会议培训及行政类工作,83.33333333333334,,,,
08/19-08/25,,IT部,内部培训门禁系统工作原理，讲解门禁布线规则。,3.0,,会议培训及行政类工作,166.66666666666669,,,,
08/19-08/25,,IT部,周例会等。,5.0,,会议培训及行政类工作,100.0,,,,
08/19-08/25,,内审部,红圈审批58个，协助完成金尚采购合同流程，及费用申请8个,7.0,,会议培训及行政类工作,100.0,,,,
08/19-08/25,,设计1部,,9.0,,会议培训及行政类工作,100.0,,,,
08/19-08/25,,设计2部,,12.5,,会议培训及行政类工作,80.0,,,,
08/19-08/25,,设计3部,公司例会、部门例会,3.0,,会议培训及行政类工作,166.66666666666669,,,,
08/19-08/25,,深化部,部门标准建设、会议等,5.0,,会议培训及行政类工作,210.0,,,,
08/19-08/25,,私宅部,"商务追踪,团队内部会议,项目例会",5.0,,会议培训及行政类工作,60.0,,,,
08/19-08/25,,业务部Lina,周例会,1.0,,会议培训及行政类工作,100.0,,,,
08/19-08/25,,业务部Tina,周例会,1.0,,会议培训及行政类工作,250.0,,,,
08/19-08/25,,业务部Tina,施工员考试,4.0,,会议培训及行政类工作,62.5,,,,
08/19-08/25,,业务部Tina,,8.0,,会议培训及行政类工作,31.25,,,,
08/19-08/25,,预算部,Eric、Kitty：季度目标计划定制,6.0,,会议培训及行政类工作,166.66666666666669,,,,
08/19-08/25,,预算部,内审工作：飞书周报整理、周例会、投标清单整理,20.0,,会议培训及行政类工作,50.0,,,,
08/26-09/01,,IT部,讲解关于交换机选型重点,3.0,,会议培训及行政类工作,166.66666666666669,,,,
08/26-09/01,,IT部,周例会、继续教育等。,6.0,,会议培训及行政类工作,83.33333333333334,,,,
08/26-09/01,,景观部,WTL周例会,1.0,,会议培训及行政类工作,200.0,,,,
08/26-09/01,,内审部,红圈审批65个，协助完成金尚采购合同流程，及费用申请7个,7.0,,会议培训及行政类工作,100.0,,,,
08/26-09/01,,设计1部,,3.0,,会议培训及行政类工作,300.0,,,,
08/26-09/01,,设计2部,,6.0,,会议培训及行政类工作,166.66666666666669,,,,
08/26-09/01,,设计3部,公司例会、部门例会,8.0,,会议培训及行政类工作,62.5,,,,
08/26-09/01,,深化部,部门例会及其他项目协调会,7.0,,会议培训及行政类工作,150.0,,,,
08/26-09/01,,私宅部,,3.0,,会议培训及行政类工作,100.0,,,,
08/26-09/01,,业务部Lina,周例会,1.0,,会议培训及行政类工作,100.0,,,,
08/26-09/01,,业务部Tina,公司体系审核认证,28.0,,会议培训及行政类工作,8.928571428571429,,,,
08/26-09/01,,业务部Tina,例会,1.0,,会议培训及行政类工作,250.0,,,,
08/26-09/01,,业务部Tina,,8.0,,会议培训及行政类工作,31.25,,,,
08/26-09/01,,预算部,四季度架构Scrum会议、新人培训、工时整理、周报整理、周报会议主持,24.0,,会议培训及行政类工作,41.66666666666667,,,,
09/02-09/08,,IT部,周例会、公司分享会等。,10.0,,会议培训及行政类工作,50.0,,,,
09/02-09/08,,内审部,红圈审批59个，协助完成金尚采购合同流程，及费用申请8个,7.0,,会议培训及行政类工作,100.0,,,,
09/02-09/08,,设计1部,,13.0,,会议培训及行政类工作,69.23076923076923,,,,
09/02-09/08,,设计2部,,18.0,,会议培训及行政类工作,55.55555555555556,,,,
09/02-09/08,,设计3部,kelly面试,1.0,,会议培训及行政类工作,500.0,,,,
09/02-09/08,,设计3部,采购内外部会,3.0,,会议培训及行政类工作,166.66666666666669,,,,
09/02-09/08,,设计3部,培训学习,12.0,,会议培训及行政类工作,41.66666666666667,,,,
09/02-09/08,,深化部,参加日本之行分享会，部门例会，京东3号楼灯具布置文件制作等,42.0,,会议培训及行政类工作,25.0,,,,
09/02-09/08,,私宅部,,2.0,,会议培训及行政类工作,150.0,,,,
09/02-09/08,,业务部Lina,周例会,2.0,,会议培训及行政类工作,50.0,,,,
09/02-09/08,,业务部Tina,项目周例会,1.5,,会议培训及行政类工作,166.66666666666669,,,,
09/02-09/08,,业务部Tina,,4.0,,会议培训及行政类工作,62.5,,,,
09/02-09/08,,预算部,金尚支持活动 Toi木工（8h）,8.0,,会议培训及行政类工作,125.0,,,,
09/02-09/08,,预算部,周例会、周报整理、数据透视表学习等（16h）,16.0,,会议培训及行政类工作,62.5,,,,
09/02-09/08,,预算部,四季度结构调整、Scrum会议（8h）,8.0,,会议培训及行政类工作,125.0,,,,
09/09-09/15,,IT部,周例会、中秋会、惠东会议等等,8.0,,会议培训及行政类工作,62.5,,,,
09/09-09/15,,IT部,公装之家洽谈合作、合同。沟通协调,3.0,,会议培训及行政类工作,166.66666666666669,,,,
09/09-09/15,,景观部,"金尚周例会,中秋会,接待",7.0,,会议培训及行政类工作,28.57142857142857,,,,
09/09-09/15,,内审部,红圈审批79个，协助完成金尚采购合同流程，及费用申请6个，参加公司中秋活动,9.0,,会议培训及行政类工作,77.77777777777779,,,,
09/09-09/15,,设计1部,,24.0,,会议培训及行政类工作,37.5,,,,
09/09-09/15,,设计2部,,14.5,,会议培训及行政类工作,68.96551724137932,,,,
09/09-09/15,,设计3部,采购内外部会,3.0,,会议培训及行政类工作,166.66666666666669,,,,
09/09-09/15,,设计3部,培训学习,15.0,,会议培训及行政类工作,33.33333333333333,,,,
09/09-09/15,,深化部,公司中秋活动、公司例会等,14.0,,会议培训及行政类工作,75.0,,,,
09/09-09/15,,私宅部,,5.0,,会议培训及行政类工作,60.0,,,,
09/09-09/15,,业务部Lina,周例会,1.0,,会议培训及行政类工作,100.0,,,,
09/09-09/15,,业务部Tina,项目会议,1.0,,会议培训及行政类工作,250.0,,,,
09/09-09/15,,业务部Tina,,3.0,,会议培训及行政类工作,83.33333333333334,,,,
09/09-09/15,,预算部,,6.0,,会议培训及行政类工作,166.66666666666669,,,,
09/09-09/15,,预算部,面试、红霞财务交接、Scrum会议、周例会等,36.0,,会议培训及行政类工作,27.77777777777778,,,,
09/16-09/22,,IT部,周报、周例会等,2.0,,会议培训及行政类工作,250.0,,,,
